Date,Latitude,Longitude,Accident_Severity,Random_column
2022-01-15,43.3880747081,5.3521127765,Medium,2
2022-01-15,43.5930806827,2.2166871831,Medium,1
2022-01-14,45.715209626,5.1273591874,Medium,4
2022-01-25,45.7594360797,4.8548923082,Medium,4
2022-01-25,48.9047883875,2.4456965471,High,1
2022-01-14,-12.7992257981,45.2806046589,Medium,3
2022-10-01,49.3185756063,6.1048303715,Medium,3
2022-11-01,48.6126282292,2.4823063498,Low,2
2022-01-14,45.1896679194,5.7246920492,Low,1
2022-01-01,49.357406875,6.1872997301,High,1
2022-10-01,14.606227724,-61.06267951,Low,1
2022-10-01,14.606227724,-61.06267951,Low,3
2022-10-01,14.6484600415,-61.0594587037,Medium,5
2022-10-01,14.6484600415,-61.0594587037,Medium,1
2022-01-20,47.7124969588,-3.3843403264,Medium,3
2022-01-13,43.4935687793,6.5345065625,Low,1
2022-01-20,48.8898865838,2.4507979485,High,2
2022-11-01,47.9984480559,2.7330668399,Low,4
2022-01-01,44.829469907,-0.578996111,Medium,3
2022-07-01,47.7516985914,7.3436693076,Low,1
2022-01-13,48.777448062,2.4551767596,High,3
2022-01-14,47.3623695897,-2.0105961874,Medium,2
2022-10-01,43.5145329707,5.432602539,High,2
2022-10-01,43.5145329707,5.432602539,Low,4
2022-10-01,43.5145329707,5.432602539,Low,4
2022-10-01,43.5089077321,5.4255317516,Medium,3
2022-10-01,43.5089077321,5.4255317516,Medium,4
2022-10-01,43.5089077321,5.4255317516,Medium,3
2022-10-01,43.5096017263,5.4249345464,Low,4
2022-10-01,43.5096017263,5.4249345464,Low,2
2022-10-01,43.5096017263,5.4249345464,Medium,1
2022-01-14,48.6895386705,6.183349281,High,4
2022-01-19,47.4706888245,-0.5532524923,Medium,1
2022-01-19,48.816642535,2.3602924404,Low,4
2022-01-15,43.6057866298,1.4486256928,Low,4
2022-11-01,44.5199766001,3.5076354485,Low,5
2022-01-01,48.740882288,2.732609538,Low,4
2022-01-24,45.6886598388,-0.27792393,Low,4
2022-01-19,47.4525242248,-0.5537896981,Low,3
2022-01-20,43.649640101,0.5874109626,Low,1
2022-01-15,48.0885328219,7.3604060879,Medium,1
2022-01-13,43.3152436382,5.3894345538,Medium,3
,48.8156784639,2.3179070864,Low,4
2022-01-01,43.6283971793,1.4527318853,Medium,5
2022-01-25,45.7431823571,4.8367002005,Low,2
2022-01-15,48.9375639295,2.3599821633,Low,5
2022-01-15,48.9375639295,2.3599821633,Low,5
2022-01-19,48.8238293127,2.3645902433,High,2
2022-01-19,48.8238293127,2.3645902433,High,4
2022-07-01,48.8924870438,2.3446463955,Low,2
2022-01-23,45.759601572,4.828267091,Low,3
2022-01-01,45.7318300271,4.8567047547,High,5
2022-01-01,,2.3050564,Low,2
2022-01-01,48.8562494513,2.3050564,Low,4
2022-01-15,45.7465635017,4.920402522,Medium,3
2022-01-14,50.6182409077,3.1321478173,Low,1
2022-06-01,46.5585677701,4.9998284788,Low,2
2022-01-14,48.6915773358,2.6098683981,High,1
2022-01-20,45.7578370027,4.86935198,Low,1
2022-01-20,48.871735287,2.3571986987,Low,4
2022-05-01,48.8714945635,2.3579347315,Low,4
2022-04-01,48.2983476377,4.0738880352,High,2
2022-01-15,50.4745964781,2.8624667642,Medium,3
2022-01-15,50.4745964781,2.8624667642,Medium,4
2022-01-15,50.4745964781,2.8624667642,High,5
2022-01-15,50.4745964781,2.8624667642,High,4
2022-01-15,50.4745964781,2.8624667642,High,2
2022-01-15,50.4745964781,2.8624667642,High,1
2022-01-15,50.4745964781,2.8624667642,Low,2
2022-01-15,50.4745964781,2.8624667642,High,3
2022-01-15,50.4745964781,2.8624667642,Low,1
2022-01-15,50.4745964781,2.8624667642,Low,3
2022-01-15,50.4745964781,2.8624667642,Low,2
2022-01-15,50.4745964781,2.8624667642,Low,5
2022-01-15,50.4745964781,2.8624667642,Medium,3
2022-01-15,50.4745964781,2.8624667642,Low,5
2022-01-15,50.4745964781,2.8624667642,Medium,2
2022-01-15,50.4294064557,,Low,3
2022-01-15,50.4294064557,2.8334290162,Low,2
2022-01-15,50.4294064557,2.8334290162,Medium,5
,50.4294064557,2.8334290162,Low,1
2022-01-15,50.4294064557,2.8334290162,Medium,4
2022-01-15,50.4745964781,2.8624667642,Low,3
2022-01-15,50.4745964781,2.8624667642,Low,1
2022-01-15,50.4745964781,2.8624667642,High,2
2022-01-15,50.4745964781,2.8624667642,High,1
2022-01-15,50.4745964781,2.8624667642,Low,2
2022-01-25,50.2916859249,2.7795376212,Medium,1
2022-01-13,43.1025858912,5.8815820973,Medium,1
2022-03-01,43.5201214522,-1.5217463669,Low,4
2022-01-15,50.2903493302,2.7939631452,Low,5
2022-04-01,48.8321572389,2.355095831,Low,2
2022-04-01,48.8321572389,2.355095831,Medium,3
2022-04-01,48.8396159719,2.3607428887,Low,2
2022-04-01,48.8396159719,2.3607428887,Low,1
2022-07-01,45.7710049858,4.8435716044,Low,4
2022-07-01,45.7710049858,4.8435716044,Medium,1
2022-01-24,43.2356028439,0.0647121972,Low,4
2022-01-17,48.9919525137,2.1661092894,Low,2
2022-03-01,48.8924870438,2.3446463955,Low,2
2022-03-01,48.8924870438,2.3446463955,Medium,2
2022-11-01,51.0111559708,2.3054538282,Low,2
2022-01-01,43.7284286156,7.2667878849,Low,2
2022-11-01,48.6561761913,2.3848057771,Medium,1
2022-01-15,43.7110805713,7.2918258605,Medium,5
2022-01-20,48.9593754472,2.042442273,High,4
2022-01-25,49.289288671,1.0053792455,Medium,1
2022-09-01,45.6573223885,,Low,2
2022-01-20,47.8096185719,3.5551257764,Low,5
2022-01-20,47.8096185719,3.5551257764,Medium,2
2022-01-20,47.8096185719,3.5551257764,High,3
2022-01-20,47.8096185719,3.5551257764,High,1
2022-01-20,47.8096185719,3.5551257764,High,5
2022-01-20,47.8096185719,3.5551257764,Low,3
2022-07-01,45.763637671,4.88045414,Medium,5
2022-06-01,48.9764286786,2.2002191877,High,2
2022-01-24,49.760188262,4.7190783252,Medium,1
2022-01-15,45.805090801,4.8290211538,Low,3
2022-01-15,44.8366998406,-0.5810700578,Low,4
2022-01-20,49.0870704923,1.480496459,Low,3
2022-01-20,49.0870704923,1.480496459,High,3
2022-01-20,49.0870704923,1.480496459,Medium,1
2022-01-20,49.0870704923,1.480496459,High,3
2022-01-24,46.5618117428,3.3353273588,High,3
2022-01-19,48.8574036185,2.3518712137,Low,2
2022-01-19,48.8574036185,2.3518712137,Medium,5
2022-04-01,48.9085536541,2.3610759473,Low,1
2022-01-15,,4.8321379137,Low,3
2022-01-15,48.7078370815,2.388629216,Low,4
,49.0005901343,2.2333632673,Low,3
2022-11-01,43.5760868679,7.0180969171,Low,2
2022-01-24,44.891698919,1.2152376596,Medium,4
2022-01-15,48.839721231,2.312357184,Low,3
2022-01-23,50.6235908871,3.0916900277,Low,1
2022-01-23,50.6235908871,3.0916900277,Low,4
2022-01-15,43.5748692354,7.0176835951,Medium,4
2022-07-01,51.0243865037,2.3951154313,Low,1
2022-10-01,48.5794485065,7.7493921789,Low,2
2022-10-01,44.0997182477,3.0797284844,Medium,5
2022-10-01,44.0997182477,3.0797284844,Low,5
2022-06-01,47.2226672548,-0.0655429399,High,5
2022-07-01,50.3053024734,3.333718942,,4
2022-04-01,48.9644443424,2.3614615665,Low,2
2022-10-01,48.8989869046,2.2663584405,Low,3
2022-10-01,48.8989869046,2.2663584405,Low,4
2022-10-01,48.8989869046,2.2663584405,High,1
2022-10-01,48.8989869046,2.2663584405,Low,2
2022-01-24,48.8757599039,2.2308595951,Medium,3
2022-07-01,46.6922425223,4.3564781315,Low,4
2022-07-01,46.6922425223,4.3564781315,High,2
2022-07-01,46.6922425223,4.3564781315,Medium,4
2022-07-01,46.6922425223,4.3564781315,Medium,3
2022-01-15,43.7077521732,-1.0535037159,Medium,3
2022-01-19,48.4078025755,-4.4678789847,Low,2
2022-04-01,51.0355463006,2.3615973325,Low,5
2022-04-01,51.0355463006,2.3615973325,Low,2
2022-04-01,51.0355463006,2.3615973325,High,5
2022-04-01,51.0355463006,2.3615973325,Low,2
2022-01-20,43.6345777452,1.3968371656,High,1
2022-01-22,48.7792735662,2.3082873407,Low,2
2022-01-14,48.297685272,4.070723697,High,1
2022-01-15,43.3036362871,5.3977965614,Low,2
2022-01-15,43.3036362871,5.3977965614,Medium,4
2022-07-01,48.9177509541,2.4757693262,Low,5
2022-01-24,-21.3429499977,55.4682999201,Medium,4
2022-01-01,43.1135598059,1.6125282252,High,4
2022-09-01,45.1569588121,1.5360158577,High,4
2022-01-19,45.4398767367,4.3955265917,Low,4
2022-07-01,48.7516650853,2.2973774837,Low,2
2022-11-01,50.6699882313,3.1299106336,Low,3
2022-01-01,43.6735370483,7.1901080384,Medium,3
2022-01-18,48.871735287,2.3571986987,Low,4
2022-01-01,49.1786549735,-0.3482734519,Low,5
2022-01-14,48.871735287,2.3571986987,Low,2
2022-01-01,47.6309026506,6.8442692786,Medium,3
2022-01-01,47.6309026506,6.8442692786,Medium,1
2022-01-01,47.6309026506,6.8442692786,Medium,4
2022-01-01,47.6309026506,6.8442692786,High,2
2022-01-15,43.7002469304,7.2777361822,Low,1
2022-01-01,43.4821017669,-1.5330572931,Low,4
2022-01-18,47.6634776639,6.8791562039,High,1
2022-01-19,46.1969767452,6.2379497769,High,5
2022-06-01,43.5706898998,1.400621743,Low,2
2022-01-15,43.2936013804,5.5685055858,High,1
2022-01-15,43.6349790175,1.4508312749,Medium,2
2022-04-01,43.6179454783,3.8739733917,Low,2
2022-10-01,49.3851768447,6.2399579618,High,1
2022-01-24,48.9673822532,2.0709058526,Medium,3
2022-01-01,48.8420904414,2.2657909464,Medium,4
2022-08-01,50.6550580124,3.0737270902,,4
2022-08-01,50.6550580124,3.0737270902,Low,1
2022-01-01,48.8852776145,2.2352886681,Low,2
2022-01-15,48.5748458398,-3.8445434193,Medium,5
2022-01-15,47.9858547249,,Low,5
2022-08-01,47.7701396048,7.3886344963,Medium,3
2022-01-19,48.8953391343,2.4826122207,Low,1
2022-01-19,48.8953391343,2.4826122207,Medium,1
2022-01-19,48.8993356539,2.486827566,High,2
2022-01-19,48.8993356539,2.486827566,Medium,1
2022-01-01,48.9763542281,2.4112931304,Medium,3
2022-11-01,49.5154405352,0.1560233485,Low,4
2022-01-13,43.5677331288,7.0799522177,Medium,4
2022-01-18,50.3310173404,2.8879997327,High,3
2022-07-01,48.5830993907,7.7828933058,Medium,1
2022-01-24,48.9998371449,2.3603789617,Medium,3
2022-01-24,48.9998371449,2.3603789617,Low,5
2022-07-01,50.1050282864,1.8347961552,Low,5
,48.9047883875,2.4456965471,Low,2
2022-10-01,43.4219307471,5.0457612052,High,5
2022-01-15,45.7888596922,3.1088469726,Medium,5
2022-01-01,48.9125181135,2.2283728184,Low,1
2022-01-01,48.9125181135,2.2283728184,Low,3
2022-01-01,48.9125181135,2.2283728184,Medium,3
2022-01-01,48.9125181135,2.2283728184,Low,3
2022-11-01,48.8587329874,2.3785562199,Low,2
2022-01-14,46.176254106,-1.1108727042,Medium,2
2022-01-14,46.176254106,-1.1108727042,Medium,5
2022-01-14,46.176254106,-1.1108727042,Low,3
2022-01-14,46.176254106,-1.1108727042,Low,1
2022-09-01,46.6868500289,4.3931903164,High,1
2022-09-01,46.6868500289,4.3931903164,Low,4
2022-09-01,46.6868500289,4.3931903164,High,5
2022-09-01,46.6868500289,4.3931903164,High,4
2022-04-01,48.8285324364,2.3220053933,High,2
2022-04-01,48.8285324364,2.3220053933,Low,3
2022-04-01,48.8285324364,2.3220053933,Medium,2
2022-04-01,48.8285324364,2.3220053933,Low,4
2022-04-01,48.8242943314,2.3194108054,Medium,4
2022-04-01,48.8242943314,2.3194108054,Low,2
2022-04-01,48.8242943314,2.3194108054,Low,3
,48.8242943314,2.3194108054,Medium,1
2022-01-25,48.9001369825,2.3064572785,Low,1
2022-01-01,49.2344632848,4.0359568308,Low,5
2022-08-01,43.6076929816,1.4375145181,Low,2
2022-01-01,45.7257373398,4.8716531249,Low,2
2022-01-01,45.7257373398,4.8716531249,Low,4
2022-01-01,45.7257373398,4.8716531249,Low,3
2022-01-01,45.7257373398,4.8716531249,Medium,2
2022-01-01,48.4362085703,0.0983450225,Low,2
2022-01-17,47.7516985914,7.3436693076,Low,4
2022-01-17,47.7516985914,7.3436693076,High,5
2022-01-17,47.7432461108,7.3239155473,Low,5
2022-01-17,47.7432461108,7.3239155473,Low,3
2022-01-25,48.8851739614,2.3062222426,Low,2
2022-01-21,45.768516891,4.831867325,Medium,1
,43.6057866298,1.4486256928,Low,4
2022-03-01,50.6078785477,3.075403112,Medium,1
2022-03-01,50.6078785477,3.075403112,Medium,4
2022-03-01,50.6081152135,3.0755746351,Medium,1
2022-03-01,50.6081152135,3.0755746351,Low,4
2022-01-01,50.401128858,3.054194446,Medium,1
2022-01-01,43.2832560419,5.3606779903,Low,4
2022-01-01,,5.3606779903,Medium,5
2022-01-01,43.2832560419,5.3606779903,Low,4
2022-01-25,48.8924870438,2.3446463955,Low,5
2022-01-13,48.871735287,2.3571986987,High,1
2022-01-24,48.9233896807,2.4459691411,Low,2
2022-02-01,48.8633636535,2.4273929556,High,3
2022-02-01,48.8633636535,2.4273929556,Low,3
2022-01-24,42.6858793284,9.4393528,High,3
2022-01-24,42.6858793284,9.4393528,Medium,2
2022-11-01,46.3393892384,2.6019058719,Low,1
2022-01-19,43.3655349271,5.3210632845,Medium,1
2022-11-01,48.4112369608,-2.8151914291,Medium,4
2022-07-01,44.9281058968,4.875639489,Low,1
2022-10-01,48.8924870438,2.3446463955,Medium,1
2022-03-01,43.1959480879,5.8001686984,Low,5
2022-03-01,43.1959480879,5.8001686984,Low,5
2022-10-01,48.8677569985,2.3563417292,Medium,5
2022-07-01,46.1966576638,6.2412163077,Low,5
2022-01-15,43.7028962633,7.2727495994,Low,5
2022-01-15,45.745216597,4.8419230137,Low,4
2022-11-01,49.4447862073,2.0730045729,Medium,5
2022-01-17,50.2916859249,2.7795376212,Low,1
2022-11-01,43.5958935295,7.0733121067,Low,1
2022-11-01,45.7377839862,4.8523405113,Low,4
2022-01-21,45.7506144243,4.8431690626,High,4
2022-10-01,50.3294077379,3.5275181644,High,5
2022-10-01,50.3294077379,3.5275181644,Medium,2
2022-06-01,43.1254284608,5.9298758319,Medium,2
2022-01-15,43.5255989695,5.4130134168,Low,4
2022-01-24,48.8021596632,2.0718876891,Low,2
2022-01-25,48.8586280978,2.3534175492,Low,4
2022-01-01,45.4565949489,4.383234529,Medium,1
2022-01-01,50.2786273757,3.9738064142,Low,2
2022-08-01,45.7085543543,4.8550153471,High,2
2022-01-20,43.7184977456,1.4815057177,Low,2
2022-01-25,43.3028646567,5.4464006031,Low,2
2022-06-01,48.9161555917,2.4385475804,Medium,2
2022-01-01,45.1787250594,5.7278902844,Low,2
2022-01-24,48.8754325192,2.5592813552,Low,2
2022-11-01,47.244202723,-1.5960075148,High,4
2022-01-24,47.2227797539,2.0663971834,Low,3
2022-01-24,48.9422808562,2.5203424285,Low,4
2022-01-24,48.9422808562,2.5203424285,Medium,2
2022-01-20,4.9399955069,-52.3015963526,Low,5
2022-01-13,50.5267657714,3.169416227,High,1
2022-06-01,43.8822661445,-0.5195806468,Low,2
2022-01-01,48.8431424564,2.4052335938,Medium,4
2022-01-14,48.8171775512,2.4671492598,High,5
2022-01-25,45.7016979047,5.9125059611,Low,1
2022-01-01,50.7214964643,2.5409720447,Low,4
2022-11-01,48.8579801088,2.3151067284,Low,1
2022-01-14,43.3834191814,5.1665261811,High,3
2022-01-16,48.8627859224,2.4869850383,Low,2
2022-01-24,48.90038372,2.021843659,Medium,1
2022-01-20,49.6108032258,2.0797182317,High,4
2022-01-20,45.7303430481,4.8300961555,Low,1
2022-01-01,43.5933132433,1.4187301069,Medium,4
2022-06-01,48.9444273659,2.3520145388,Low,3
2022-11-01,48.9736454723,2.5108769377,Low,4
2022-01-15,47.3868876851,0.6938524329,Low,3
2022-01-15,47.3868876851,0.6938524329,,2
2022-01-19,43.9558968044,5.0270186455,Medium,2
2022-01-15,45.7660586628,4.8558638821,High,4
2022-01-17,48.9916107563,2.4303800885,High,1
2022-01-17,48.9916107563,2.4303800885,High,4
2022-04-01,49.4108504467,1.0969445218,Medium,4
2022-11-01,47.9985878568,0.2251027734,Low,4
2022-01-25,48.8928260892,2.2792445206,Low,4
2022-01-21,50.333027326,3.3908692938,Low,2
2022-03-01,48.8501200367,2.768704963,High,1
2022-01-24,43.2853788749,5.3667048078,Medium,3
2022-01-01,48.6549587942,2.4036639801,Low,2
2022-01-01,48.6549587942,2.4036639801,Low,2
2022-01-15,50.6053859246,3.0531938289,Low,4
2022-01-15,49.359267437,0.0792780147,Low,2
2022-01-25,48.9436798724,2.4824909775,High,1
2022-01-19,48.5468482373,2.6381183514,Low,4
2022-03-01,44.3960514792,0.6965873608,Low,5
2022-01-01,50.7135779286,1.6112192197,Medium,1
2022-01-01,50.7135779286,1.6112192197,Low,3
2022-01-01,50.7135779286,1.6112192197,Medium,5
2022-01-01,50.7147700387,1.6165735329,Low,4
2022-01-01,50.7147700387,1.6165735329,Low,3
2022-01-01,50.7147700387,1.6165735329,Low,2
2022-01-01,50.7135779286,1.6112192197,High,1
2022-01-01,50.7135779286,1.6112192197,Medium,1
2022-01-01,50.7135779286,1.6112192197,High,3
2022-01-01,43.2893180126,5.4376273735,Medium,3
2022-01-18,49.2391328246,3.9878172977,Low,4
2022-07-01,48.9489166053,2.3521488296,Medium,4
2022-04-01,48.9296137749,2.3565492504,High,4
2022-06-01,44.5974415316,4.3828228896,High,3
2022-10-01,49.1843270123,-0.3611819165,Medium,5
2022-01-15,45.768516891,4.831867325,Low,3
2022-01-15,48.3954768099,-4.5388549981,Medium,3
2022-01-15,48.3954768099,-4.5388549981,Medium,5
2022-01-15,48.3954768099,-4.5388549981,Medium,5
2022-01-15,48.3954768099,-4.5388549981,Low,4
2022-01-15,48.7078370815,2.388629216,Low,4
2022-01-24,48.9498289726,2.5219179161,Low,4
2022-01-19,46.5710573233,0.3673866774,Medium,3
2022-11-01,-22.257944106,166.4502180583,Low,3
2022-11-01,-22.257944106,166.4502180583,Low,2
2022-11-01,-22.257944106,166.4502180583,Medium,4
2022-11-01,-22.257944106,166.4502180583,Medium,4
2022-01-13,48.9271419493,2.1219332073,Medium,4
2022-01-01,44.8461321935,-0.6887979658,Low,1
2022-01-25,48.777448062,2.4551767596,Medium,4
2022-11-01,50.4721068632,2.5553494569,High,2
2022-10-01,48.747141576,2.4144644841,Medium,2
2022-01-14,48.9441453121,2.1378567307,Medium,5
2022-01-14,48.9441453121,2.1378567307,Medium,4
2022-01-14,48.9458462315,2.145116264,Low,2
2022-01-14,48.9458462315,2.145116264,Medium,4
2022-01-18,45.8281570167,1.2568871357,Low,2
2022-01-19,48.8275203227,2.3535764426,Low,3
2022-01-13,45.7608867622,4.8591222793,Low,2
2022-01-13,-20.9560044205,55.3103525066,Low,5
2022-01-25,45.7693389998,4.8501484285,Low,3
2022-01-01,44.7835209637,-0.5543005064,Medium,3
2022-11-01,44.8366998406,-0.5810700578,Medium,1
2022-01-15,48.7211980743,7.0840011086,Medium,4
2022-03-01,48.9374824266,2.3490213561,High,3
2022-01-17,49.4661774819,1.0530587568,Low,1
2022-01-17,49.4661774819,1.0530587568,Low,4
2022-04-01,48.9558434908,2.2307725038,Medium,1
2022-01-15,49.2631758894,4.0280082621,High,3
2022-01-01,42.6936198788,2.901379206,Medium,3
2022-11-01,48.8802162873,2.4219890203,Low,1
2022-11-01,48.8802162873,2.4219890203,Medium,3
2022-11-01,48.8802855903,2.4218981918,Medium,4
2022-11-01,48.8802855903,2.4218981918,High,2
2022-01-17,48.877242383,2.3310765002,Low,2
2022-01-24,48.7848923411,1.9821314144,Low,4
2022-01-24,48.7848923411,1.9821314144,Medium,1
2022-01-19,48.9001369825,2.3064572785,Low,3
2022-09-01,48.0164624815,6.6004196429,Low,3
2022-09-01,48.0164624815,6.6004196429,Low,5
2022-09-01,48.0164624815,6.6004196429,Low,1
2022-09-01,48.0164624815,6.6004196429,Medium,3
2022-04-01,45.7508372251,3.1109296766,Medium,5
2022-01-18,44.1212877864,4.08267958,Low,3
2022-01-20,45.8319668066,1.2509770445,High,4
2022-01-20,45.8319668066,1.2509770445,High,5
2022-03-01,48.8466157089,2.3805701715,Low,4
2022-07-01,43.271060269,5.3894904075,Medium,3
2022-01-01,48.1080394852,-1.684491502,Low,1
2022-10-01,49.8268171373,3.2788493314,Low,5
2022-10-01,-22.2320884323,166.425744772,High,3
2022-01-24,48.8678149955,2.3842879451,Low,4
2022-08-01,48.8794361662,2.5523777134,High,2
2022-01-01,43.6569583977,4.6442087862,Medium,3
2022-05-01,45.157798406,1.5476956927,Low,2
2022-01-15,48.8093744606,2.2959514546,Low,3
2022-01-15,48.3888760201,-4.4869890468,Medium,4
2022-11-01,48.933192091,2.357646313,Medium,2
2022-07-01,48.9482711777,2.3513158743,Low,1
2022-01-19,43.3732683012,3.248546362,Low,4
2022-11-01,-12.7006870565,45.0674294401,Low,5
2022-01-15,45.7594360797,4.8548923082,Low,4
2022-02-01,48.8843266091,2.404884936,Low,1
2022-01-23,50.3715932855,3.4737418769,Medium,5
2022-01-17,50.7093066067,2.2780613484,Low,4
2022-01-01,43.4032632614,5.2413268875,High,5
2022-10-01,45.895512425,6.1299424266,Low,1
2022-01-20,48.8574911704,2.351487206,High,3
2022-01-20,48.8574911704,2.351487206,Low,3
2022-06-01,43.8808761782,-0.4738918689,Medium,4
2022-01-18,43.1295224451,6.1443162652,Low,4
2022-01-18,43.1295224451,6.1443162652,Low,3
2022-01-18,43.1295224451,6.1443162652,Low,2
2022-01-18,43.1295224451,6.1443162652,Medium,2
2022-01-18,43.1295224451,6.1443162652,Medium,2
2022-01-18,43.1295224451,6.1443162652,Low,1
2022-01-18,43.1295224451,6.1443162652,Medium,1
2022-01-18,43.1295224451,6.1443162652,Low,3
2022-01-18,43.1295224451,6.1443162652,Medium,5
2022-01-18,43.1295224451,6.1443162652,High,2
2022-01-18,43.1295224451,6.1443162652,High,1
2022-01-18,43.1295224451,6.1443162652,Medium,5
2022-01-18,43.1295224451,6.1443162652,Low,3
2022-01-18,43.1295224451,6.1443162652,Medium,3
2022-01-18,43.1295224451,6.1443162652,High,2
2022-01-18,43.1295224451,6.1443162652,Medium,3
2022-11-01,49.2440782766,6.1007598343,Low,5
2022-01-01,45.1833163372,5.7108758151,Low,3
2022-01-01,45.1833163372,5.7108758151,Medium,5
2022-01-01,45.1833163372,5.7108758151,Medium,4
2022-01-01,45.1833163372,5.7108758151,,5
,47.6392773771,6.8636659434,Medium,3
2022-03-01,48.9372195318,2.3279001226,Medium,4
2022-01-15,48.8003159617,2.2959030928,High,2
2022-01-15,48.8003159617,,Medium,1
2022-07-01,43.3826779166,,Medium,2
2022-01-24,44.8366998406,-0.5810700578,Medium,1
2022-01-15,48.009655033,2.753175292,Low,3
2022-01-15,48.009655033,2.753175292,Low,3
2022-01-15,48.009655033,2.753175292,Medium,2
2022-01-15,48.009655033,2.753175292,Medium,4
2022-01-15,47.9984480559,2.7330668399,Low,5
2022-01-15,47.9984480559,2.7330668399,Low,3
2022-10-01,45.3443174065,4.8185881046,Low,4
2022-08-01,48.6431179197,2.4099062858,Medium,1
2022-11-01,48.5739344764,1.7595097676,Low,1
2022-07-01,46.1704978037,1.8700256805,Low,5
2022-06-01,48.8410489945,2.2992573362,Low,1
2022-01-20,48.4052284068,2.7186566926,Low,2
2022-01-01,43.2962118743,5.3793832861,Medium,5
2022-01-14,48.9001369825,2.3064572785,High,2
2022-01-01,48.8349904626,2.6298567293,High,5
2022-06-01,45.7652232086,4.857771158,Medium,5
2022-01-01,50.729841182,1.6048252008,High,2
2022-01-15,45.7666128319,4.8110402359,Medium,5
2022-04-01,49.0887157594,0.5929575512,Low,1
2022-01-24,48.9298185176,2.3919234399,Medium,5
2022-01-15,47.8419649604,1.9149955781,Medium,1
2022-11-01,48.9399270481,2.3554679434,Low,2
2022-01-23,45.7005104629,4.9322810929,Low,2
2022-01-18,49.2357528172,4.020710683,Medium,3
2022-01-01,50.4037069927,2.8386773623,High,3
2022-01-18,50.4091494365,3.6554658754,High,4
2022-01-15,50.6478061474,3.0226568264,Medium,4
2022-01-24,43.5204294274,5.4345543335,Medium,2
2022-01-24,43.5204294274,5.4345543335,Low,5
2022-01-24,43.5204294274,5.4345543335,High,2
2022-01-24,43.526379574,5.446138363,Medium,3
2022-01-24,43.526379574,5.446138363,Medium,4
2022-01-24,43.526379574,5.446138363,Medium,5
2022-09-01,43.3152119066,-0.3719926535,Low,1
2022-10-01,48.9870958534,2.225452656,Medium,4
2022-09-01,48.8518756048,2.3412941198,Low,5
2022-09-01,48.8518756048,2.3412941198,High,1
2022-07-01,50.4283453902,2.8190054174,Low,4
2022-06-01,48.8936290816,2.3479729559,Medium,5
2022-06-01,48.8936290816,2.3479729559,Low,2
2022-06-01,48.8936290816,2.3479729559,Low,3
2022-06-01,48.8936290816,2.3479729559,Low,1
2022-11-01,43.6705057584,7.2106131757,Medium,5
2022-01-20,46.1255908866,3.4248719396,Low,3
,48.8957169463,2.3434101757,Low,1
2022-01-19,45.745216597,4.8419230137,Low,4
2022-01-24,48.9135411747,2.3067660259,Medium,5
2022-01-17,48.3184804034,4.0488226282,Medium,3
2022-01-01,45.7851335159,4.9156335804,Low,3
2022-01-01,48.8658277081,2.2753614429,High,5
2022-06-01,47.2181067144,-1.553062267,Medium,4
2022-01-21,43.3221139341,5.3788305659,Low,4
2022-01-15,43.6936597493,7.2553291253,,3
2022-01-15,43.6936597493,7.2553291253,Low,1
2022-01-01,46.5429541492,3.335219862,Low,2
2022-01-14,51.0342059349,2.3768773872,Low,4
2022-09-01,46.7663783745,1.7123866524,Low,5
2022-09-01,48.8579801088,2.3151067284,High,4
2022-01-01,43.401318401,4.9754944076,,3
2022-02-01,45.6638395625,0.191856229,Medium,2
2022-04-01,45.1968006371,0.7020464194,Low,1
2022-04-01,45.1968006371,0.7020464194,Low,3
2022-01-25,50.7268174051,1.6044814286,Medium,4
2022-09-01,48.8688299906,2.3506717343,Low,1
,44.1244424901,4.0837063198,Low,2
2022-01-01,43.7074415389,7.2634003954,Medium,4
2022-07-01,48.9515549849,2.5532439524,Medium,4
2022-01-25,48.8399718143,2.2562012367,Low,5
2022-01-25,48.8399718143,2.2562012367,Low,3
2022-01-25,43.4738715285,-1.5651139824,Low,4
2022-01-14,43.6592918311,7.1955715055,High,3
2022-01-01,48.8003480966,2.3071364689,Medium,1
2022-01-19,46.303039049,4.8330485656,Medium,4
2022-12-01,48.9023079136,2.3857941921,Medium,4
2022-11-01,48.8953520633,2.5263309329,High,2
2022-11-01,48.8953520633,2.5263309329,Low,2
2022-11-01,48.8953520633,2.5263309329,High,5
2022-11-01,48.8953520633,2.5263309329,Medium,4
2022-10-01,47.3269798803,5.0429891905,Low,3
2022-10-01,48.5157591576,-2.7739899133,Medium,5
2022-12-01,48.8629036224,2.3348190645,Low,1
2022-10-01,48.8797086504,2.3704836694,Low,1
2022-07-01,48.8845856774,2.3522780855,Low,1
2022-11-01,48.8882164049,2.19427837,Low,2
2022-01-19,47.2141602666,-1.5362335188,Low,1
2022-01-19,47.2141602666,-1.5362335188,Low,2
2022-01-19,47.2141602666,-1.5362335188,Low,3
2022-01-19,47.2141602666,-1.5362335188,Low,3
2022-06-01,50.9487335437,1.8974986607,Low,4
2022-11-01,-17.5382884439,,Low,4
2022-01-01,48.8350032805,2.387187354,Low,2
2022-01-20,43.5703494139,3.9052598482,Medium,4
2022-01-20,48.5774179931,7.7680991383,Low,4
2022-01-24,49.2327340642,4.0303874635,Low,5
